Nro_doc,fecha,Item,Codigo,Cantidad,Precio
28659.0,2021-10-04 00:00:00,1.0,1318,2,8000
28659.0,2021-10-04 00:00:00,2.0,2316,1,13500
28659.0,2021-10-04 00:00:00,3.0,1618,1,16800
28659.0,2021-10-04 00:00:00,4.0,6102,1,10000
28660.0,2021-10-04 00:00:00,1.0,1008,1,22000
28660.0,2021-10-04 00:00:00,2.0,1308,1,6500
28661.0,2021-10-04 00:00:00,2.0,1314,1,7500
28661.0,2021-10-04 00:00:00,3.0,1316,1,7500
28665.0,2021-10-04 00:00:00,1.0,1314,2,7500
28673.0,2021-10-04 00:00:00,1.0,1718,1,10000
28611.0,2021-09-27 00:00:00,1.0,98012,1,10800
28667.0,2021-10-04 00:00:00,1.0,50010,1,10000
28668.0,2021-11-18 00:00:00,1.0,1316,2,7500
28668.0,2021-11-18 00:00:00,2.0,1616,1,15000
28668.0,2021-11-18 00:00:00,3.0,2316,1,12500
28668.0,2021-11-18 00:00:00,4.0,6002,1,5000
28670.0,2021-11-18 00:00:00,1.0,1318,2,8000
28670.0,2021-11-18 00:00:00,2.0,1620,1,15800
28670.0,2021-11-18 00:00:00,3.0,1618,1,13500
28674.0,2021-10-04 00:00:00,1.0,6102,2,4000
28676.0,2021-10-04 00:00:00,1.0,6102,1,10000
28680.0,2021-10-06 00:00:00,1.0,1318,1,8000
28681.0,2021-10-06 00:00:00,1.0,2308,2,11000
28682.0,2021-10-06 00:00:00,1.0,2316,1,12500
28682.0,2021-10-06 00:00:00,2.0,2320,1,14000
28682.0,2021-10-06 00:00:00,3.0,6320,1,15800
28682.0,2021-10-06 00:00:00,4.0,1316,1,7500
28683.0,2021-10-06 00:00:00,1.0,1010,1,22500
28683.0,2021-10-06 00:00:00,2.0,1310,1,7000
28684.0,2021-10-06 00:00:00,1.0,1310,1,7000
28684.0,2021-10-06 00:00:00,2.0,6002,1,4000
28686.0,2021-10-06 00:00:00,1.0,2510,1,8500
28686.0,2021-10-06 00:00:00,2.0,2506,1,8000
28688.0,2021-10-06 00:00:00,1.0,6102,1,4000
28689.0,2021-10-06 00:00:00,1.0,2320,1,14000
28689.0,2021-10-06 00:00:00,2.0,1320,1,8000
28690.0,2021-10-06 00:00:00,1.0,2118,1,16800
28690.0,2021-10-06 00:00:00,2.0,2322,1,14500
28690.0,2021-10-06 00:00:00,3.0,1922,1,10800
28691.0,2021-10-06 00:00:00,1.0,2324,1,14500
28691.0,2021-10-06 00:00:00,2.0,1320,1,8000
28691.0,2021-10-06 00:00:00,3.0,1316,1,7500
28692.0,2021-10-06 00:00:00,1.0,1314,1,7500
28692.0,2021-10-06 00:00:00,2.0,1114,1,11200
28693.0,2021-10-06 00:00:00,1.0,2316,1,13500
28693.0,2021-10-06 00:00:00,2.0,1618,1,15800
28693.0,2021-10-06 00:00:00,3.0,1316,1,8000
28694.0,2021-10-07 00:00:00,1.0,1920,1,10800
28695.0,2021-10-07 00:00:00,1.0,6102,1,10000
28696.0,2021-10-07 00:00:00,1.0,2420,1,15800
28696.0,2021-10-07 00:00:00,2.0,2318,1,13500
28696.0,2021-10-07 00:00:00,3.0,1318,1,8000
28697.0,2021-11-08 00:00:00,1.0,6102,2,4000
28698.0,2021-11-08 00:00:00,1.0,1110,1,9900
28601.0,2021-11-08 00:00:00,1.0,1610,1,13800
28601.0,2021-11-08 00:00:00,2.0,1310,1,6200
28601.0,2021-11-08 00:00:00,3.0,2308,1,11000
28602.0,2021-09-24 00:00:00,1.0,1314,1,6500
28602.0,2021-09-24 00:00:00,2.0,1616,1,15000
28603.0,2021-09-24 00:00:00,1.0,6102,1,4000
28604.0,2021-09-24 00:00:00,1.0,1014,1,24500
28604.0,2021-09-24 00:00:00,2.0,1314,1,6500
28605.0,2021-09-24 00:00:00,1.0,2306,1,10400
28605.0,2021-09-24 00:00:00,2.0,1608,1,13400
28605.0,2021-09-24 00:00:00,3.0,1308,1,6000
28608.0,2021-09-27 00:00:00,1.0,1120,1,12500
28608.0,2021-09-27 00:00:00,2.0,1520,1,15800
28609.0,2021-09-27 00:00:00,1.0,51010,2,8800
28610.0,2021-09-27 00:00:00,1.0,9410,1,13800
28612.0,2021-09-27 00:00:00,1.0,1012,1,23500
28612.0,2021-09-27 00:00:00,2.0,1314,1,6500
28621.0,2021-11-22 00:00:00,1.0,6102,1,1000
28622.0,2021-09-28 00:00:00,1.0,9206,1,5800
4.0,2021-10-10 00:00:00,1.0,10040,5,0
90890.0,,1.0,1004,1,22000
90890.0,,2.0,1308,1,7500
34567.0,,1.0,1004,1,22000
3.0,2021-10-27 00:00:00,1.0,1206,3,12500
28806.0,2021-11-02 00:00:00,1.0,1310,1,7500
28807.0,2021-11-03 00:00:00,1.0,1624,1,18000
28808.0,2021-11-02 00:00:00,1.0,6102,1,4000
28801.0,2021-11-02 00:00:00,1.0,2314,1,12500
28802.0,2021-11-02 00:00:00,1.0,1010,1,23500
28802.0,2021-11-02 00:00:00,2.0,6002,1,5000
28803.0,2021-11-02 00:00:00,1.0,2308,1,11500
28804.0,2021-11-02 00:00:00,1.0,6326,1,18500
28805.0,2021-11-02 00:00:00,1.0,6326,1,20000
28809.0,2021-11-03 00:00:00,1.0,2316,1,13500
28809.0,2021-11-03 00:00:00,2.0,1218,1,15500
28810.0,2021-11-03 00:00:00,1.0,9212,1,7500
28811.0,2021-11-03 00:00:00,1.0,1122,1,14500
28811.0,2021-11-03 00:00:00,2.0,1120,1,14500
28813.0,2021-11-03 00:00:00,1.0,6326,1,20500
28814.0,2021-11-03 00:00:00,1.0,2114,1,16800
28815.0,2021-11-16 00:00:00,1.0,6102,1,1500
28816.0,2021-11-03 00:00:00,1.0,98022,1,18000
28817.0,2021-11-03 00:00:00,1.0,2308,1,11000
28817.0,2021-11-03 00:00:00,2.0,6002,1,5000
28818.0,2021-11-04 00:00:00,1.0,1312,1,8000
28818.0,2021-11-04 00:00:00,2.0,2310,1,11500
28819.0,2021-11-04 00:00:00,1.0,1310,1,7500
28819.0,2021-11-04 00:00:00,2.0,6002,1,5000
28820.0,2021-11-04 00:00:00,1.0,1312,1,8000
28821.0,2021-11-04 00:00:00,1.0,2114,1,16000
28822.0,2021-11-04 00:00:00,1.0,6102,1,6000
28825.0,2021-11-05 00:00:00,1.0,6102,2,4000
28826.0,2021-11-05 00:00:00,1.0,2118,1,16800
28827.0,2021-11-05 00:00:00,1.0,6102,1,5000
28830.0,2021-11-08 00:00:00,1.0,1918,1,9500
28830.0,2021-11-08 00:00:00,2.0,1620,1,17000
28830.0,2021-11-08 00:00:00,3.0,1520,1,14000
28830.0,2021-11-08 00:00:00,4.0,1318,1,8800
28831.0,2021-11-08 00:00:00,1.0,6102,1,3500
28832.0,2021-11-08 00:00:00,1.0,51022,1,11800
28833.0,2021-11-09 00:00:00,1.0,6102,1,5000
28665.0,2021-10-04 00:00:00,2.0,2414,1,14200
28614.0,2021-09-27 00:00:00,1.0,2320,1,13800
28614.0,2021-09-27 00:00:00,2.0,1320,1,7800
28615.0,2021-09-27 00:00:00,1.0,1316,1,7000
28616.0,2021-09-27 00:00:00,1.0,6102,1,7500
28617.0,2021-09-27 00:00:00,1.0,6102,1,7000
28618.0,2021-09-27 00:00:00,1.0,1312,2,6500
28623.0,2021-11-22 00:00:00,1.0,2308,2,11500
28623.0,2021-11-22 00:00:00,2.0,2314,1,12500
28623.0,2021-11-22 00:00:00,3.0,2318,1,13200
28624.0,2021-09-28 00:00:00,1.0,1924,1,10300
28625.0,2021-09-28 00:00:00,1.0,1008,2,21500
28625.0,2021-09-28 00:00:00,2.0,1308,3,6000
28625.0,2021-09-28 00:00:00,3.0,6002,1,4000
28626.0,2021-09-28 00:00:00,1.0,4816,1,10800
28626.0,2021-09-28 00:00:00,2.0,4116,1,7000
28627.0,2021-09-28 00:00:00,1.0,6102,1,2500
28628.0,2021-09-27 00:00:00,1.0,6102,2,4000
28629.0,2021-09-29 00:00:00,1.0,1306,1,7000
28630.0,2021-09-29 00:00:00,1.0,6102,1,7000
28631.0,2021-11-24 00:00:00,1.0,1820,1,9800
286322.0,2021-09-29 00:00:00,1.0,1920,1,8800
28640.0,2021-11-24 00:00:00,1.0,1014,2,24500
28640.0,2021-11-24 00:00:00,2.0,1314,1,6500
28641.0,2021-09-30 00:00:00,1.0,9006,1,19000
28641.0,2021-09-30 00:00:00,2.0,6102,1,4000
28641.0,2021-09-30 00:00:00,3.0,9216,2,8500
28643.0,2021-09-29 00:00:00,1.0,2312,1,11900
28643.0,2021-09-29 00:00:00,2.0,1314,1,6500
28643.0,2021-09-29 00:00:00,3.0,1506,1,8000
28645.0,2021-09-30 00:00:00,1.0,2320,1,13800
28645.0,2021-09-30 00:00:00,2.0,1320,1,7800
28645.0,2021-09-30 00:00:00,3.0,1920,1,8800
28645.0,2021-09-30 00:00:00,4.0,1520,1,16800
28646.0,2021-11-24 00:00:00,1.0,6102,1,3000
28647.0,2021-10-01 00:00:00,1.0,6102,1,4000
28648.0,2021-10-01 00:00:00,1.0,6102,2,4000
28649.0,2021-10-01 00:00:00,1.0,6102,2,4000
28650.0,2021-10-01 00:00:00,1.0,6102,3,4000
28551.0,2021-09-16 00:00:00,1.0,50016,1,10000
28551.0,2021-09-16 00:00:00,2.0,50020,1,10000
28551.0,2021-09-16 00:00:00,3.0,53018,4,9000
285552.0,2021-09-17 00:00:00,1.0,1018,1,26500
285552.0,2021-09-17 00:00:00,2.0,1320,2,7800
285552.0,2021-09-17 00:00:00,3.0,1120,1,13500
285552.0,2021-09-17 00:00:00,4.0,6320,1,15000
28553.0,2021-09-17 00:00:00,1.0,2308,3,11000
28553.0,2021-09-17 00:00:00,2.0,1908,1,6800
28553.0,2021-09-17 00:00:00,3.0,1522,1,16800
28554.0,2021-09-17 00:00:00,1.0,1516,1,16800
28556.0,2021-09-17 00:00:00,1.0,50020,1,10000
28556.0,2021-09-17 00:00:00,2.0,50014,1,10000
28556.0,2021-09-17 00:00:00,3.0,53014,1,8300
28556.0,2021-09-17 00:00:00,4.0,53020,1,9300
28558.0,2021-09-20 00:00:00,1.0,1308,2,6000
28559.0,2021-09-20 00:00:00,1.0,9020,1,25500
28559.0,2021-09-20 00:00:00,2.0,9320,1,15800
28559.0,2021-09-20 00:00:00,3.0,9318,1,12800
28559.0,2021-09-20 00:00:00,4.0,9118,1,11000
28560.0,2021-09-20 00:00:00,1.0,9114,1,8300
28563.0,2021-09-20 00:00:00,1.0,1712,2,5700
28564.0,2021-09-20 00:00:00,1.0,9304,1,9800
29034.0,2021-12-28 00:00:00,1.0,2312,2,12500
28565.0,2021-09-20 00:00:00,1.0,1314,1,6500
28566.0,2021-09-20 00:00:00,1.0,1610,1,13800
28566.0,2021-09-20 00:00:00,2.0,1614,1,14800
28567.0,2021-09-20 00:00:00,1.0,1518,1,15400
28567.0,2021-09-20 00:00:00,2.0,1318,1,7000
28568.0,2020-09-20 00:00:00,1.0,9422,1,16000
28568.0,2020-09-20 00:00:00,2.0,9222,1,6800
28568.0,2020-09-20 00:00:00,3.0,6102,1,1200
28569.0,2021-09-20 00:00:00,1.0,1316,2,7000
28569.0,2021-09-20 00:00:00,2.0,1116,1,11500
28570.0,2021-09-20 00:00:00,1.0,2314,1,12500
28570.0,2021-09-20 00:00:00,2.0,1316,2,7000
28572.0,2021-09-20 00:00:00,1.0,1308,1,6000
28572.0,2021-09-20 00:00:00,2.0,2308,1,11000
28574.0,2021-09-20 00:00:00,1.0,1012,1,23500
28574.0,2021-09-20 00:00:00,2.0,1312,1,6500
28574.0,2021-09-20 00:00:00,3.0,1710,1,5500
28575.0,2021-09-20 00:00:00,1.0,50012,1,10000
28575.0,2021-09-20 00:00:00,2.0,1516,1,16000
28575.0,2021-09-20 00:00:00,3.0,54012,2,7000
28576.0,2021-09-20 00:00:00,1.0,50010,1,10
28576.0,2021-09-20 00:00:00,2.0,51010,1,8800
28577.0,2021-09-21 00:00:00,1.0,10504,1,10500
28580.0,2021-09-20 00:00:00,1.0,56012,1,8800
28580.0,2021-09-20 00:00:00,2.0,51012,1,5000
28581.0,2021-09-21 00:00:00,1.0,2308,1,11000
28581.0,2021-09-21 00:00:00,2.0,1608,1,13400
28581.0,2021-09-21 00:00:00,3.0,1208,1,13900
28581.0,2021-09-21 00:00:00,4.0,6102,1,4000
28583.0,2021-09-21 00:00:00,1.0,2310,1,11500
28583.0,2021-09-21 00:00:00,2.0,1110,1,12000
28583.0,2021-09-21 00:00:00,3.0,1310,1,6200
28584.0,2021-09-22 00:00:00,1.0,1518,1,15400
28585.0,2021-09-22 00:00:00,1.0,2320,1,13800
28586.0,2021-09-22 00:00:00,1.0,2310,1,11500
28586.0,2021-09-22 00:00:00,2.0,1312,1,6500
28587.0,2021-09-22 00:00:00,1.0,1022,1,22500
28589.0,2021-09-22 00:00:00,1.0,10006,1,16000
28589.0,2021-09-22 00:00:00,2.0,10306,1,8000
28589.0,2021-09-22 00:00:00,3.0,10506,1,8800
28590.0,2021-09-22 00:00:00,1.0,1010,2,22500
28590.0,2021-09-22 00:00:00,2.0,1312,2,6500
28590.0,2021-09-22 00:00:00,3.0,1310,1,13000
28591.0,2021-09-22 00:00:00,1.0,9222,2,6800
28592.0,2021-09-22 00:00:00,1.0,50010,1,12000
28593.0,2021-09-22 00:00:00,1.0,2324,1,14500
28594.0,2021-09-22 00:00:00,1.0,6102,1,4000
28596.0,2021-09-23 00:00:00,1.0,1314,2,6500
28596.0,2021-09-23 00:00:00,2.0,1910,1,10500
28597.0,2021-09-23 00:00:00,1.0,2306,1,10000
28597.0,2021-09-23 00:00:00,2.0,1308,2,6000
28598.0,2021-09-23 00:00:00,1.0,1012,1,23500
28599.0,2021-09-23 00:00:00,1.0,1018,1,26000
28599.0,2021-09-23 00:00:00,2.0,1008,1,21500
28599.0,2021-09-23 00:00:00,3.0,1318,1,7000
28599.0,2021-09-23 00:00:00,4.0,1308,1,6000
28600.0,2021-09-24 00:00:00,1.0,1614,1,14800
28600.0,2021-09-24 00:00:00,2.0,1312,2,6500
28863.0,2022-01-17 00:00:00,1.0,6102,1,4000
28865.0,2021-11-19 00:00:00,1.0,1110,1,12500
29034.0,2021-12-28 00:00:00,2.0,1614,2,16000
29034.0,2021-12-28 00:00:00,3.0,1514,2,16000
28865.0,2021-11-19 00:00:00,2.0,6002,1,5000
28865.0,2021-11-19 00:00:00,3.0,2110,1,15300
28865.0,2021-11-19 00:00:00,4.0,2212,1,26000
28866.0,2021-11-22 00:00:00,1.0,1620,1,17000
28867.0,2021-11-22 00:00:00,1.0,6102,1,5000
28869.0,2021-11-23 00:00:00,1.0,10308,2,8000
28869.0,2021-11-23 00:00:00,2.0,10208,1,8800
28870.0,2021-11-23 00:00:00,1.0,8308,1,11000
28901.0,2021-11-09 00:00:00,1.0,9104,1,13000
28875.0,2021-11-24 00:00:00,1.0,6102,2,4000
28878.0,2021-11-25 00:00:00,1.0,6102,3,4000
28881.0,2021-11-25 00:00:00,1.0,6102,1,5000
28883.0,2022-01-17 00:00:00,1.0,1712,1,7500
28884.0,2022-01-17 00:00:00,1.0,9118,1,12000
28885.0,2022-01-17 00:00:00,1.0,6102,3,4000
28890.0,2022-01-17 00:00:00,1.0,6102,1,5000
288892.0,2021-11-03 00:00:00,1.0,6102,1,4000
288893.0,2021-11-03 00:00:00,1.0,2212,1,26000
288894.0,2021-11-03 00:00:00,1.0,6102,1,4000
288895.0,2021-11-06 00:00:00,1.0,6102,2,4000
288897.0,2021-11-07 00:00:00,1.0,4016,1,23500
288897.0,2021-11-07 00:00:00,2.0,4316,1,10500
28900.0,2021-11-09 00:00:00,1.0,6102,3,4000
28905.0,2021-11-10 00:00:00,1.0,9018,1,25000
28906.0,2021-11-10 00:00:00,1.0,4018,1,25000
28907.0,2021-11-13 00:00:00,1.0,9116,1,12500
28910.0,2021-11-13 00:00:00,1.0,9118,1,12500
28910.0,2021-11-13 00:00:00,2.0,9418,1,14800
28912.0,2021-11-13 00:00:00,1.0,6102,2,4000
28915.0,2021-12-11 00:00:00,1.0,6102,2,4000
28917.0,2021-12-14 00:00:00,1.0,6102,1,6000
28919.0,2021-12-14 00:00:00,1.0,9416,1,14800
28920.0,2021-12-14 00:00:00,1.0,6102,1,7000
28921.0,2021-12-14 00:00:00,1.0,6102,1,4000
28922.0,2021-12-15 00:00:00,1.0,50012,1,10000
28922.0,2021-12-15 00:00:00,2.0,51016,1,11500
28923.0,2021-12-15 00:00:00,1.0,6102,3,4000
28924.0,2021-12-15 00:00:00,1.0,6102,1,4000
28925.0,2022-01-20 00:00:00,1.0,6102,1,11000
28930.0,2021-12-16 00:00:00,1.0,4006,1,20000
28930.0,2021-12-16 00:00:00,2.0,4106,1,6500
28931.0,2021-12-16 00:00:00,1.0,6102,1,4000
28932.0,2021-12-16 00:00:00,1.0,4008,1,21000
28932.0,2021-12-16 00:00:00,2.0,4108,1,6500
28933.0,2021-12-16 00:00:00,1.0,6102,1,4000
28935.0,2021-12-17 00:00:00,1.0,6102,1,4000
28937.0,2021-12-17 00:00:00,1.0,6102,1,6000
28938.0,2021-12-08 00:00:00,1.0,1108,1,12000
28939.0,2021-12-20 00:00:00,1.0,6102,1,5000
28940.0,2021-12-20 00:00:00,1.0,6102,1,2000
28941.0,2021-12-20 00:00:00,1.0,6102,1,5000
28944.0,2021-12-21 00:00:00,1.0,6102,1,6000
28961.0,2022-01-12 00:00:00,1.0,6102,2,4000
28962.0,2021-09-21 00:00:00,1.0,4016,1,23000
28962.0,2021-09-21 00:00:00,2.0,4318,2,11000
28962.0,2021-09-21 00:00:00,3.0,4716,1,15500
28962.0,2021-09-21 00:00:00,4.0,4616,1,11000
28962.0,2021-09-21 00:00:00,5.0,4116,1,7500
28962.0,2021-09-21 00:00:00,6.0,1716,1,6500
28964.0,2022-01-11 00:00:00,1.0,4006,1,20000
28964.0,2022-01-11 00:00:00,2.0,4008,1,21000
28964.0,2022-01-11 00:00:00,3.0,4106,2,6500
28967.0,2022-01-14 00:00:00,1.0,1712,2,7500
28967.0,2022-01-14 00:00:00,2.0,1614,1,16000
28967.0,2022-01-14 00:00:00,3.0,1614,1,16000
28967.0,2022-01-14 00:00:00,4.0,1112,1,13000
28967.0,2022-01-14 00:00:00,5.0,1312,1,8000
28967.0,2022-01-14 00:00:00,6.0,1014,1,25000
28968.0,2022-01-13 00:00:00,1.0,6102,1,15000
28969.0,2022-01-13 00:00:00,1.0,6806,1,21500
28969.0,2022-01-13 00:00:00,2.0,7108,1,8000
28969.0,2022-01-13 00:00:00,3.0,7306,1,9500
28970.0,2022-01-13 00:00:00,1.0,4006,2,20000
28970.0,2022-01-13 00:00:00,2.0,4506,1,9500
28970.0,2022-01-13 00:00:00,3.0,1406,5,6500
28971.0,2022-01-13 00:00:00,1.0,8004,2,20000
28971.0,2022-01-13 00:00:00,2.0,8104,2,7000
28971.0,2022-01-13 00:00:00,3.0,8104,2,8000
28973.0,2022-01-17 00:00:00,1.0,1010,1,23500
28975.0,2022-01-17 00:00:00,1.0,1006,2,22500
28975.0,2022-01-17 00:00:00,2.0,1106,2,11500
28975.0,2022-01-17 00:00:00,3.0,1306,1,7000
28975.0,2022-01-17 00:00:00,4.0,1506,1,14000
28975.0,2022-01-17 00:00:00,5.0,1606,1,14000
28975.0,2022-01-17 00:00:00,6.0,2206,1,24000
28975.0,2022-01-17 00:00:00,7.0,1906,1,8500
28976.0,2022-01-17 00:00:00,1.0,1014,2,25000
28976.0,2022-01-17 00:00:00,2.0,1114,2,13500
28976.0,2022-01-17 00:00:00,3.0,1314,2,8200
28976.0,2022-01-17 00:00:00,4.0,1514,1,16000
28976.0,2022-01-17 00:00:00,5.0,1614,1,16000
28976.0,2022-01-17 00:00:00,6.0,2216,1,27000
28978.0,2022-01-17 00:00:00,1.0,1008,1,23000
28978.0,2022-01-17 00:00:00,2.0,1108,2,12500
28978.0,2022-01-17 00:00:00,3.0,1308,1,7500
28978.0,2022-01-17 00:00:00,4.0,2210,1,25500
28978.0,2022-01-17 00:00:00,5.0,2308,1,11500
28978.0,2022-01-17 00:00:00,6.0,1908,1,8500
28981.0,2022-01-18 00:00:00,1.0,1022,2,28500
28981.0,2022-01-18 00:00:00,2.0,1522,1,17800
28981.0,2022-01-18 00:00:00,3.0,1622,1,17500
28981.0,2022-01-18 00:00:00,4.0,1120,1,14500
28981.0,2022-01-18 00:00:00,5.0,1322,1,9500
28981.0,2022-01-18 00:00:00,6.0,1120,1,14500
28981.0,2022-01-18 00:00:00,7.0,1320,1,9000
28981.0,2022-01-18 00:00:00,8.0,1922,1,9800
28983.0,2022-01-18 00:00:00,1.0,6102,2,4000
28984.0,2022-01-19 00:00:00,1.0,2310,1,12000
28984.0,2022-01-19 00:00:00,2.0,1110,2,12500
28984.0,2022-01-19 00:00:00,3.0,1310,1,7500
28984.0,2022-01-19 00:00:00,4.0,2308,1,11500
28984.0,2022-01-19 00:00:00,5.0,1004,1,22000
28984.0,2022-01-19 00:00:00,6.0,1306,2,7000
